iid_pid,gender,condtn,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,field_cd,race,imprace,imprelig,zipcode,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1
2803,0,2,0,-0.01,0,24.0,4.0,13.51,18.92,21.62,13.51,13.51,18.92,6.0,7.0,7.0,5.0,5.0,8.0,22.0,2.0,2.0,4.0,10.0,1385.0,42640.0,6.0,6.0,2.0,2.0,3.0,1.0,8.0,6.0,4.0,2.0,2.0,1.0,6.0,7.0,10.0,6.0,8.0,3.0,7.0,9.0,2.0,3.0,16.0,20.0,18.0,20.0,18.0,8.0
2802,0,2,0,0.35,1,26.0,2.0,20.0,16.0,18.0,16.0,16.0,14.0,5.0,7.0,7.0,5.0,6.0,5.0,22.0,2.0,2.0,4.0,10.0,1385.0,42640.0,6.0,6.0,2.0,2.0,3.0,1.0,8.0,6.0,4.0,2.0,2.0,1.0,6.0,7.0,10.0,6.0,8.0,3.0,7.0,9.0,2.0,3.0,16.0,20.0,18.0,20.0,18.0,8.0
2801,0,2,0,0.05,1,23.0,2.0,25.64,17.95,15.38,20.51,10.26,10.26,5.0,8.0,8.0,7.0,5.0,5.0,22.0,2.0,2.0,4.0,10.0,1385.0,42640.0,6.0,6.0,2.0,2.0,3.0,1.0,8.0,6.0,4.0,2.0,2.0,1.0,6.0,7.0,10.0,6.0,8.0,3.0,7.0,9.0,2.0,3.0,16.0,20.0,18.0,20.0,18.0,8.0
2800,0,2,0,-0.18,0,28.0,3.0,14.71,14.71,14.71,14.71,20.59,20.59,6.0,5.0,7.0,6.0,8.0,7.0,22.0,2.0,2.0,4.0,10.0,1385.0,42640.0,6.0,6.0,2.0,2.0,3.0,1.0,8.0,6.0,4.0,2.0,2.0,1.0,6.0,7.0,10.0,6.0,8.0,3.0,7.0,9.0,2.0,3.0,16.0,20.0,18.0,20.0,18.0,8.0
2799,0,2,0,-0.07,1,32.0,2.0,17.24,17.24,17.24,17.24,13.79,17.24,6.0,8.0,8.0,5.0,5.0,5.0,22.0,2.0,2.0,4.0,10.0,1385.0,42640.0,6.0,6.0,2.0,2.0,3.0,1.0,8.0,6.0,4.0,2.0,2.0,1.0,6.0,7.0,10.0,6.0,8.0,3.0,7.0,9.0,2.0,3.0,16.0,20.0,18.0,20.0,18.0,8.0
2798,0,2,0,-0.05,1,28.0,2.0,17.39,17.39,19.57,19.57,10.87,15.22,9.0,9.0,9.0,8.0,8.0,7.0,22.0,2.0,2.0,4.0,10.0,1385.0,42640.0,6.0,6.0,2.0,2.0,3.0,1.0,8.0,6.0,4.0,2.0,2.0,1.0,6.0,7.0,10.0,6.0,8.0,3.0,7.0,9.0,2.0,3.0,16.0,20.0,18.0,20.0,18.0,8.0
2797,0,2,0,-0.04,1,27.0,2.0,9.52,19.05,23.81,19.05,4.76,23.81,8.0,5.0,6.0,7.0,6.0,3.0,22.0,2.0,2.0,4.0,10.0,1385.0,42640.0,6.0,6.0,2.0,2.0,3.0,1.0,8.0,6.0,4.0,2.0,2.0,1.0,6.0,7.0,10.0,6.0,8.0,3.0,7.0,9.0,2.0,3.0,16.0,20.0,18.0,20.0,18.0,8.0
2796,0,2,0,0.39,0,27.0,4.0,15.56,17.78,17.78,17.78,17.78,13.33,6.0,7.0,9.0,6.0,6.0,3.0,22.0,2.0,2.0,4.0,10.0,1385.0,42640.0,6.0,6.0,2.0,2.0,3.0,1.0,8.0,6.0,4.0,2.0,2.0,1.0,6.0,7.0,10.0,6.0,8.0,3.0,7.0,9.0,2.0,3.0,16.0,20.0,18.0,20.0,18.0,8.0
2795,0,2,0,-0.52,0,25.0,6.0,16.67,16.67,16.67,16.67,14.81,18.52,9.0,9.0,9.0,8.0,8.0,9.0,22.0,2.0,2.0,4.0,10.0,1385.0,42640.0,6.0,6.0,2.0,2.0,3.0,1.0,8.0,6.0,4.0,2.0,2.0,1.0,6.0,7.0,10.0,6.0,8.0,3.0,7.0,9.0,2.0,3.0,16.0,20.0,18.0,20.0,18.0,8.0
2794,0,2,0,0.09,1,26.0,2.0,16.28,16.28,18.6,16.28,16.28,16.28,7.0,7.0,7.0,7.0,6.0,7.0,22.0,2.0,2.0,4.0,10.0,1385.0,42640.0,6.0,6.0,2.0,2.0,3.0,1.0,8.0,6.0,4.0,2.0,2.0,1.0,6.0,7.0,10.0,6.0,8.0,3.0,7.0,9.0,2.0,3.0,16.0,20.0,18.0,20.0,18.0,8.0
2793,0,2,0,-0.25,1,24.0,2.0,20.51,5.13,23.08,12.82,17.95,20.51,6.0,6.0,8.0,6.0,6.0,6.0,22.0,2.0,2.0,4.0,10.0,1385.0,42640.0,6.0,6.0,2.0,2.0,3.0,1.0,8.0,6.0,4.0,2.0,2.0,1.0,6.0,7.0,10.0,6.0,8.0,3.0,7.0,9.0,2.0,3.0,16.0,20.0,18.0,20.0,18.0,8.0
2792,0,2,0,0.06,1,26.0,2.0,21.28,17.02,21.28,12.77,6.38,21.28,6.0,8.0,9.0,6.0,9.0,8.0,22.0,2.0,2.0,4.0,10.0,1385.0,42640.0,6.0,6.0,2.0,2.0,3.0,1.0,8.0,6.0,4.0,2.0,2.0,1.0,6.0,7.0,10.0,6.0,8.0,3.0,7.0,9.0,2.0,3.0,16.0,20.0,18.0,20.0,18.0,8.0
2791,0,2,0,0.22,1,27.0,2.0,7.5,17.5,20.0,22.5,12.5,20.0,9.0,9.0,9.0,9.0,9.0,9.0,22.0,2.0,2.0,4.0,10.0,1385.0,42640.0,6.0,6.0,2.0,2.0,3.0,1.0,8.0,6.0,4.0,2.0,2.0,1.0,6.0,7.0,10.0,6.0,8.0,3.0,7.0,9.0,2.0,3.0,16.0,20.0,18.0,20.0,18.0,8.0
2790,0,2,0,0.43,0,26.0,4.0,14.89,19.15,21.28,19.15,14.89,10.64,6.0,8.0,7.0,4.0,5.0,5.0,22.0,2.0,2.0,4.0,10.0,1385.0,42640.0,6.0,6.0,2.0,2.0,3.0,1.0,8.0,6.0,4.0,2.0,2.0,1.0,6.0,7.0,10.0,6.0,8.0,3.0,7.0,9.0,2.0,3.0,16.0,20.0,18.0,20.0,18.0,8.0
2789,0,2,0,0.03,1,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,9.0,8.0,9.0,8.0,7.0,6.0,22.0,2.0,2.0,4.0,10.0,1385.0,42640.0,6.0,6.0,2.0,2.0,3.0,1.0,8.0,6.0,4.0,2.0,2.0,1.0,6.0,7.0,10.0,6.0,8.0,3.0,7.0,9.0,2.0,3.0,16.0,20.0,18.0,20.0,18.0,8.0
2788,0,2,1,0.09,0,29.0,4.0,14.0,20.0,18.0,16.0,14.0,18.0,7.0,8.0,8.0,8.0,9.0,5.563764665873151,22.0,2.0,2.0,8.0,5.0,20903.0,40244.0,2.0,6.0,2.0,2.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.38,19.23,19.23,19.23,15.38,11.54
2787,0,2,0,0.2,1,31.0,2.0,17.78,17.78,17.78,17.78,13.33,15.56,6.0,7.0,7.0,7.0,7.0,6.0,22.0,2.0,2.0,8.0,5.0,20903.0,40244.0,2.0,6.0,2.0,2.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.38,19.23,19.23,19.23,15.38,11.54
2786,0,2,0,0.24,0,30.0,3.0,18.6,20.93,23.26,23.26,2.33,11.63,6.0,6.0,7.0,4.0,6.0,4.0,22.0,2.0,2.0,8.0,5.0,20903.0,40244.0,2.0,6.0,2.0,2.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.38,19.23,19.23,19.23,15.38,11.54
2785,0,2,0,0.04,1,42.0,2.0,23.81,23.81,23.81,23.81,2.38,2.38,7.0,6.0,7.0,5.0,5.0,3.0,22.0,2.0,2.0,8.0,5.0,20903.0,40244.0,2.0,6.0,2.0,2.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.38,19.23,19.23,19.23,15.38,11.54
2784,0,2,0,0.46,1,28.0,2.0,21.43,16.67,21.43,16.67,11.9,11.9,2.0,8.0,9.0,4.0,3.0,2.0,22.0,2.0,2.0,8.0,5.0,20903.0,40244.0,2.0,6.0,2.0,2.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.38,19.23,19.23,19.23,15.38,11.54
2783,0,2,0,-0.11,0,24.0,4.0,13.51,18.92,21.62,13.51,13.51,18.92,4.0,8.0,7.0,6.0,7.0,5.0,22.0,2.0,2.0,8.0,5.0,20903.0,40244.0,2.0,6.0,2.0,2.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.38,19.23,19.23,19.23,15.38,11.54
2782,0,2,0,0.46,1,26.0,2.0,20.0,16.0,18.0,16.0,16.0,14.0,4.0,6.0,7.0,4.0,5.0,4.0,22.0,2.0,2.0,8.0,5.0,20903.0,40244.0,2.0,6.0,2.0,2.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.38,19.23,19.23,19.23,15.38,11.54
2781,0,2,0,0.5,1,23.0,2.0,25.64,17.95,15.38,20.51,10.26,10.26,4.0,7.0,8.0,6.0,5.0,4.0,22.0,2.0,2.0,8.0,5.0,20903.0,40244.0,2.0,6.0,2.0,2.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.38,19.23,19.23,19.23,15.38,11.54
2780,0,2,0,0.2,0,28.0,3.0,14.71,14.71,14.71,14.71,20.59,20.59,4.0,6.0,7.0,2.0,5.0,3.0,22.0,2.0,2.0,8.0,5.0,20903.0,40244.0,2.0,6.0,2.0,2.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.38,19.23,19.23,19.23,15.38,11.54
2779,0,2,0,0.09,1,32.0,2.0,17.24,17.24,17.24,17.24,13.79,17.24,7.0,6.0,7.0,7.0,7.0,7.0,22.0,2.0,2.0,8.0,5.0,20903.0,40244.0,2.0,6.0,2.0,2.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.38,19.23,19.23,19.23,15.38,11.54
2778,0,2,0,0.2,1,28.0,2.0,17.39,17.39,19.57,19.57,10.87,15.22,6.0,7.0,7.0,7.0,7.0,6.0,22.0,2.0,2.0,8.0,5.0,20903.0,40244.0,2.0,6.0,2.0,2.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.38,19.23,19.23,19.23,15.38,11.54
2777,0,2,0,0.02,1,27.0,2.0,9.52,19.05,23.81,19.05,4.76,23.81,6.0,4.0,7.0,7.0,8.0,2.0,22.0,2.0,2.0,8.0,5.0,20903.0,40244.0,2.0,6.0,2.0,2.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.38,19.23,19.23,19.23,15.38,11.54
2776,0,2,0,0.49,0,27.0,4.0,15.56,17.78,17.78,17.78,17.78,13.33,8.0,8.0,8.0,7.0,7.0,3.0,22.0,2.0,2.0,8.0,5.0,20903.0,40244.0,2.0,6.0,2.0,2.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.38,19.23,19.23,19.23,15.38,11.54
2775,0,2,0,-0.15,0,25.0,6.0,16.67,16.67,16.67,16.67,14.81,18.52,8.0,8.0,8.0,8.0,8.0,8.0,22.0,2.0,2.0,8.0,5.0,20903.0,40244.0,2.0,6.0,2.0,2.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.38,19.23,19.23,19.23,15.38,11.54
2774,0,2,0,0.27,1,26.0,2.0,16.28,16.28,18.6,16.28,16.28,16.28,4.0,7.0,7.0,5.0,5.0,5.0,22.0,2.0,2.0,8.0,5.0,20903.0,40244.0,2.0,6.0,2.0,2.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.38,19.23,19.23,19.23,15.38,11.54
2773,0,2,0,-0.03,1,24.0,2.0,20.51,5.13,23.08,12.82,17.95,20.51,6.0,6.0,8.0,5.0,5.0,6.0,22.0,2.0,2.0,8.0,5.0,20903.0,40244.0,2.0,6.0,2.0,2.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.38,19.23,19.23,19.23,15.38,11.54
2772,0,2,1,0.08,1,26.0,2.0,21.28,17.02,21.28,12.77,6.38,21.28,5.0,7.0,9.0,6.0,8.0,7.0,22.0,2.0,2.0,8.0,5.0,20903.0,40244.0,2.0,6.0,2.0,2.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.38,19.23,19.23,19.23,15.38,11.54
2771,0,2,0,0.05,1,27.0,2.0,7.5,17.5,20.0,22.5,12.5,20.0,9.0,9.0,9.0,9.0,9.0,9.0,22.0,2.0,2.0,8.0,5.0,20903.0,40244.0,2.0,6.0,2.0,2.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.38,19.23,19.23,19.23,15.38,11.54
2770,0,2,0,0.43,0,26.0,4.0,14.89,19.15,21.28,19.15,14.89,10.64,3.0,7.0,7.0,5.0,5.0,4.0,22.0,2.0,2.0,8.0,5.0,20903.0,40244.0,2.0,6.0,2.0,2.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.38,19.23,19.23,19.23,15.38,11.54
2769,0,2,0,0.16,1,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,9.0,8.0,9.0,9.0,9.0,6.0,22.0,2.0,2.0,8.0,5.0,20903.0,40244.0,2.0,6.0,2.0,2.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.38,19.23,19.23,19.23,15.38,11.54
2768,0,2,0,0.28,0,29.0,4.0,14.0,20.0,18.0,16.0,14.0,18.0,7.0,8.0,8.0,8.0,8.0,5.563764665873151,25.0,8.0,2.0,8.0,8.0,7726.0,45296.35067491564,1.0,4.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38
2767,0,2,0,-0.18,1,31.0,2.0,17.78,17.78,17.78,17.78,13.33,15.56,6.0,6.0,7.0,6.0,6.0,4.0,25.0,8.0,2.0,8.0,8.0,7726.0,45296.35067491564,1.0,4.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38
2766,0,2,0,-0.34,0,30.0,3.0,18.6,20.93,23.26,23.26,2.33,11.63,6.0,6.0,6.0,5.0,7.0,8.0,25.0,8.0,2.0,8.0,8.0,7726.0,45296.35067491564,1.0,4.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38
2765,0,2,1,-0.83,1,42.0,2.0,23.81,23.81,23.81,23.81,2.38,2.38,9.0,8.0,9.0,9.0,5.0,5.0,25.0,8.0,2.0,8.0,8.0,7726.0,45296.35067491564,1.0,4.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38
2764,0,2,0,0.47,1,28.0,2.0,21.43,16.67,21.43,16.67,11.9,11.9,5.0,8.0,7.0,5.0,5.0,5.0,25.0,8.0,2.0,8.0,8.0,7726.0,45296.35067491564,1.0,4.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38
2763,0,2,0,-0.39,0,24.0,4.0,13.51,18.92,21.62,13.51,13.51,18.92,6.0,7.0,7.0,5.0,5.0,3.0,25.0,8.0,2.0,8.0,8.0,7726.0,45296.35067491564,1.0,4.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38
2762,0,2,0,0.13,1,26.0,2.0,20.0,16.0,18.0,16.0,16.0,14.0,6.0,8.0,8.0,6.0,7.0,6.0,25.0,8.0,2.0,8.0,8.0,7726.0,45296.35067491564,1.0,4.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38
2761,0,2,0,0.19,1,23.0,2.0,25.64,17.95,15.38,20.51,10.26,10.26,6.0,7.0,7.0,7.0,5.0,6.0,25.0,8.0,2.0,8.0,8.0,7726.0,45296.35067491564,1.0,4.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38
2760,0,2,0,-0.25,0,28.0,3.0,14.71,14.71,14.71,14.71,20.59,20.59,5.0,7.0,7.0,7.0,8.0,6.0,25.0,8.0,2.0,8.0,8.0,7726.0,45296.35067491564,1.0,4.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38
2759,0,2,0,0.02,1,32.0,2.0,17.24,17.24,17.24,17.24,13.79,17.24,6.0,6.0,7.0,6.0,6.0,5.0,25.0,8.0,2.0,8.0,8.0,7726.0,45296.35067491564,1.0,4.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38
2758,0,2,0,-0.07,1,28.0,2.0,17.39,17.39,19.57,19.57,10.87,15.22,8.0,9.0,8.0,8.0,6.0,7.0,25.0,8.0,2.0,8.0,8.0,7726.0,45296.35067491564,1.0,4.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38
2757,0,2,0,-0.41,1,27.0,2.0,9.52,19.05,23.81,19.05,4.76,23.81,5.0,4.0,4.0,4.0,4.0,2.0,25.0,8.0,2.0,8.0,8.0,7726.0,45296.35067491564,1.0,4.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38
2756,0,2,0,-0.23,0,27.0,4.0,15.56,17.78,17.78,17.78,17.78,13.33,7.0,7.0,8.0,8.0,8.0,5.0,25.0,8.0,2.0,8.0,8.0,7726.0,45296.35067491564,1.0,4.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38
2755,0,2,0,0.13,0,25.0,6.0,16.67,16.67,16.67,16.67,14.81,18.52,10.0,10.0,10.0,10.0,10.0,10.0,25.0,8.0,2.0,8.0,8.0,7726.0,45296.35067491564,1.0,4.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38
2754,0,2,0,-0.12,1,26.0,2.0,16.28,16.28,18.6,16.28,16.28,16.28,5.0,8.0,6.0,5.0,5.0,6.0,25.0,8.0,2.0,8.0,8.0,7726.0,45296.35067491564,1.0,4.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38
2753,0,2,0,-0.24,1,24.0,2.0,20.51,5.13,23.08,12.82,17.95,20.51,6.0,6.0,6.0,5.0,5.0,4.0,25.0,8.0,2.0,8.0,8.0,7726.0,45296.35067491564,1.0,4.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38
2752,0,2,0,-0.43,1,26.0,2.0,21.28,17.02,21.28,12.77,6.38,21.28,5.0,7.0,6.0,5.0,4.0,5.0,25.0,8.0,2.0,8.0,8.0,7726.0,45296.35067491564,1.0,4.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38
2751,0,2,0,-0.33,1,27.0,2.0,7.5,17.5,20.0,22.5,12.5,20.0,9.0,9.0,9.0,9.0,9.0,9.0,25.0,8.0,2.0,8.0,8.0,7726.0,45296.35067491564,1.0,4.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38
2750,0,2,0,0.41,0,26.0,4.0,14.89,19.15,21.28,19.15,14.89,10.64,6.0,8.0,9.0,5.0,8.0,5.0,25.0,8.0,2.0,8.0,8.0,7726.0,45296.35067491564,1.0,4.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38
2749,0,2,0,0.21,1,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,9.0,7.0,8.0,6.0,8.0,6.0,25.0,8.0,2.0,8.0,8.0,7726.0,45296.35067491564,1.0,4.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38
2748,0,2,0,-0.08,0,29.0,4.0,14.0,20.0,18.0,16.0,14.0,18.0,8.0,7.0,7.0,7.0,8.0,5.563764665873151,25.0,8.0,2.0,1.0,1.0,95404.0,35867.0,1.0,7.0,2.0,9.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.21,18.87,18.87,16.98,16.98,15.09
2747,0,2,0,0.72,1,31.0,2.0,17.78,17.78,17.78,17.78,13.33,15.56,8.0,8.0,9.0,10.0,9.0,9.0,25.0,8.0,2.0,1.0,1.0,95404.0,35867.0,1.0,7.0,2.0,9.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.21,18.87,18.87,16.98,16.98,15.09
2746,0,2,0,0.82,0,30.0,3.0,18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,7.0,8.0,6.0,8.0,25.0,8.0,2.0,1.0,1.0,95404.0,35867.0,1.0,7.0,2.0,9.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.21,18.87,18.87,16.98,16.98,15.09
2745,0,2,0,0.06,1,42.0,2.0,23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,4.0,7.0,6.0,25.0,8.0,2.0,1.0,1.0,95404.0,35867.0,1.0,7.0,2.0,9.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.21,18.87,18.87,16.98,16.98,15.09
2744,0,2,1,0.32,1,28.0,2.0,21.43,16.67,21.43,16.67,11.9,11.9,8.0,8.0,6.0,6.0,6.0,3.0,25.0,8.0,2.0,1.0,1.0,95404.0,35867.0,1.0,7.0,2.0,9.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.21,18.87,18.87,16.98,16.98,15.09
2743,0,2,0,0.61,0,24.0,4.0,13.51,18.92,21.62,13.51,13.51,18.92,4.0,7.0,7.0,4.0,5.0,4.0,25.0,8.0,2.0,1.0,1.0,95404.0,35867.0,1.0,7.0,2.0,9.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.21,18.87,18.87,16.98,16.98,15.09
2742,0,2,0,-0.02,1,26.0,2.0,20.0,16.0,18.0,16.0,16.0,14.0,8.0,7.0,8.0,7.0,8.0,8.0,25.0,8.0,2.0,1.0,1.0,95404.0,35867.0,1.0,7.0,2.0,9.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.21,18.87,18.87,16.98,16.98,15.09
2741,0,2,0,0.41,1,23.0,2.0,25.64,17.95,15.38,20.51,10.26,10.26,7.0,7.0,8.0,7.0,7.0,7.0,25.0,8.0,2.0,1.0,1.0,95404.0,35867.0,1.0,7.0,2.0,9.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.21,18.87,18.87,16.98,16.98,15.09
2740,0,2,0,0.38,0,28.0,3.0,14.71,14.71,14.71,14.71,20.59,20.59,7.0,7.0,8.0,6.0,9.0,8.0,25.0,8.0,2.0,1.0,1.0,95404.0,35867.0,1.0,7.0,2.0,9.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.21,18.87,18.87,16.98,16.98,15.09
