iid_pid;iid;id;gender;idg;condtn;wave;round;position;positin1;order;partner;pid;match;int_corr;samerace;age_o;race_o;pf_o_att;pf_o_sin;pf_o_int;pf_o_fun;pf_o_amb;pf_o_sha;dec_o;attr_o;sinc_o;intel_o;fun_o;amb_o;shar_o;age;field;field_cd;race;imprace;imprelig;from;zipcode;income;goal;date;go_out;career;career_c;sports;tvsports;exercise;dining;museums;art;hiking;gaming;clubbing;reading;tv;theater;movies;concerts;music;shopping;yoga;exphappy;expnum;attr1_1;sinc1_1;intel1_1;fun1_1;amb1_1;shar1_1
2957;211;18;0;35;2;9;20;7;7;16;9;222;0;0,06;1;27;2;9,52;19,05;23,81;19,05;4,76;23,81;1;8.00;5.00;7.00;5.00;6.00;5.00;28;International Affairs;13.00;2;9;1;Bulgaria;0;;2;4;1;Humanitarian Affairs/Human Rights;9.00;9;8;9;10;9;9;5;8;1;9;9;10;10;9;7;10;7;5;;16.36;16.36;18.18;18.18;16.36;14.55
2956;211;18;0;35;2;9;20;7;7;1;8;221;0;0,05;0;27;4;15,56;17,78;17,78;17,78;17,78;13,33;1;6.00;5.00;6.00;6.00;7.00;3.00;28;International Affairs;13.00;2;9;1;Bulgaria;0;;2;4;1;Humanitarian Affairs/Human Rights;9.00;9;8;9;10;9;9;5;8;1;9;9;10;10;9;7;10;7;5;;16.36;16.36;18.18;18.18;16.36;14.55
2955;211;18;0;35;2;9;20;7;7;14;7;220;0;-0,27;0;25;6;16,67;16,67;16,67;16,67;14,81;18,52;1;10.00;10.00;10.00;10.00;10.00;10.00;28;International Affairs;13.00;2;9;1;Bulgaria;0;;2;4;1;Humanitarian Affairs/Human Rights;9.00;9;8;9;10;9;9;5;8;1;9;9;10;10;9;7;10;7;5;;16.36;16.36;18.18;18.18;16.36;14.55
2954;211;18;0;35;2;9;20;7;7;6;6;219;1;0,09;1;26;2;16,28;16,28;18,6;16,28;16,28;16,28;1;6.00;5.00;7.00;7.00;5.00;5.00;28;International Affairs;13.00;2;9;1;Bulgaria;0;;2;4;1;Humanitarian Affairs/Human Rights;9.00;9;8;9;10;9;9;5;8;1;9;9;10;10;9;7;10;7;5;;16.36;16.36;18.18;18.18;16.36;14.55
2953;211;18;0;35;2;9;20;7;7;9;5;218;0;-0,07;1;24;2;20,51;5,13;23,08;12,82;17,95;20,51;0;5.00;5.00;4.00;5.00;4.00;4.00;28;International Affairs;13.00;2;9;1;Bulgaria;0;;2;4;1;Humanitarian Affairs/Human Rights;9.00;9;8;9;10;9;9;5;8;1;9;9;10;10;9;7;10;7;5;;16.36;16.36;18.18;18.18;16.36;14.55
2952;211;18;0;35;2;9;20;7;7;18;4;217;0;0,12;1;26;2;21,28;17,02;21,28;12,77;6,38;21,28;1;6.00;6.00;6.00;3.00;5.00;4.00;28;International Affairs;13.00;2;9;1;Bulgaria;0;;2;4;1;Humanitarian Affairs/Human Rights;9.00;9;8;9;10;9;9;5;8;1;9;9;10;10;9;7;10;7;5;;16.36;16.36;18.18;18.18;16.36;14.55
2951;211;18;0;35;2;9;20;7;7;12;3;216;0;0,42;1;27;2;7,5;17,5;20;22,5;12,5;20;1;9.00;8.00;9.00;9.00;9.00;9.00;28;International Affairs;13.00;2;9;1;Bulgaria;0;;2;4;1;Humanitarian Affairs/Human Rights;9.00;9;8;9;10;9;9;5;8;1;9;9;10;10;9;7;10;7;5;;16.36;16.36;18.18;18.18;16.36;14.55
2950;211;18;0;35;2;9;20;7;7;5;2;215;0;0,23;0;26;4;14,89;19,15;21,28;19,15;14,89;10,64;1;7.00;7.00;8.00;4.00;6.00;6.00;28;International Affairs;13.00;2;9;1;Bulgaria;0;;2;4;1;Humanitarian Affairs/Human Rights;9.00;9;8;9;10;9;9;5;8;1;9;9;10;10;9;7;10;7;5;;16.36;16.36;18.18;18.18;16.36;14.55
2949;211;18;0;35;2;9;20;7;7;3;1;214;0;0;1;23;2;17,02;21,28;17,02;21,28;14,89;8,51;1;8.00;7.00;7.00;6.00;8.00;6.00;28;International Affairs;13.00;2;9;1;Bulgaria;0;;2;4;1;Humanitarian Affairs/Human Rights;9.00;9;8;9;10;9;9;5;8;1;9;9;10;10;9;7;10;7;5;;16.36;16.36;18.18;18.18;16.36;14.55
2948;210;17;0;33;2;9;20;1;1;11;20;233;0;-0,22;0;29;4;14;20;18;16;14;18;1;8.00;8.00;8.00;8.00;8.00;;29;Ecology;10.00;2;10;4;Atlanta;30,345;46,800.00;2;6;3;scientific research;2.00;9;3;9;8;9;9;9;1;2;9;5;7;7;7;7;5;1;5;;20.00;15.56;20.00;15.56;11.11;17.78
2947;210;17;0;33;2;9;20;1;1;9;19;232;0;0,57;1;31;2;17,78;17,78;17,78;17,78;13,33;15,56;1;6.00;7.00;7.00;7.00;6.00;7.00;29;Ecology;10.00;2;10;4;Atlanta;30,345;46,800.00;2;6;3;scientific research;2.00;9;3;9;8;9;9;9;1;2;9;5;7;7;7;7;5;1;5;;20.00;15.56;20.00;15.56;11.11;17.78
2946;210;17;0;33;2;9;20;1;1;14;18;231;0;0,54;0;30;3;18,6;20,93;23,26;23,26;2,33;11,63;0;6.00;7.00;7.00;6.00;6.00;5.00;29;Ecology;10.00;2;10;4;Atlanta;30,345;46,800.00;2;6;3;scientific research;2.00;9;3;9;8;9;9;9;1;2;9;5;7;7;7;7;5;1;5;;20.00;15.56;20.00;15.56;11.11;17.78
2945;210;17;0;33;2;9;20;1;1;5;17;230;0;0,4;1;42;2;23,81;23,81;23,81;23,81;2,38;2,38;1;5.00;8.00;8.00;7.00;5.00;7.00;29;Ecology;10.00;2;10;4;Atlanta;30,345;46,800.00;2;6;3;scientific research;2.00;9;3;9;8;9;9;9;1;2;9;5;7;7;7;7;5;1;5;;20.00;15.56;20.00;15.56;11.11;17.78
2944;210;17;0;33;2;9;20;1;1;16;16;229;1;0,27;1;28;2;21,43;16,67;21,43;16,67;11,9;11,9;1;6.00;8.00;7.00;5.00;6.00;3.00;29;Ecology;10.00;2;10;4;Atlanta;30,345;46,800.00;2;6;3;scientific research;2.00;9;3;9;8;9;9;9;1;2;9;5;7;7;7;7;5;1;5;;20.00;15.56;20.00;15.56;11.11;17.78
2943;210;17;0;33;2;9;20;1;1;13;15;228;0;0,31;0;24;4;13,51;18,92;21,62;13,51;13,51;18,92;1;6.00;6.00;6.00;7.00;6.00;5.00;29;Ecology;10.00;2;10;4;Atlanta;30,345;46,800.00;2;6;3;scientific research;2.00;9;3;9;8;9;9;9;1;2;9;5;7;7;7;7;5;1;5;;20.00;15.56;20.00;15.56;11.11;17.78
2942;210;17;0;33;2;9;20;1;1;18;14;227;0;0,25;1;26;2;20;16;18;16;16;14;0;5.00;8.00;7.00;7.00;7.00;6.00;29;Ecology;10.00;2;10;4;Atlanta;30,345;46,800.00;2;6;3;scientific research;2.00;9;3;9;8;9;9;9;1;2;9;5;7;7;7;7;5;1;5;;20.00;15.56;20.00;15.56;11.11;17.78
2941;210;17;0;33;2;9;20;1;1;1;13;226;0;0,26;1;23;2;25,64;17,95;15,38;20,51;10,26;10,26;0;6.00;9.00;9.00;7.00;7.00;7.00;29;Ecology;10.00;2;10;4;Atlanta;30,345;46,800.00;2;6;3;scientific research;2.00;9;3;9;8;9;9;9;1;2;9;5;7;7;7;7;5;1;5;;20.00;15.56;20.00;15.56;11.11;17.78
2940;210;17;0;33;2;9;20;1;1;7;12;225;0;0,25;0;28;3;14,71;14,71;14,71;14,71;20,59;20,59;0;5.00;6.00;5.00;4.00;3.00;4.00;29;Ecology;10.00;2;10;4;Atlanta;30,345;46,800.00;2;6;3;scientific research;2.00;9;3;9;8;9;9;9;1;2;9;5;7;7;7;7;5;1;5;;20.00;15.56;20.00;15.56;11.11;17.78
2939;210;17;0;33;2;9;20;1;1;2;11;224;0;0,12;1;32;2;17,24;17,24;17,24;17,24;13,79;17,24;1;3.00;3.00;8.00;3.00;5.00;5.00;29;Ecology;10.00;2;10;4;Atlanta;30,345;46,800.00;2;6;3;scientific research;2.00;9;3;9;8;9;9;9;1;2;9;5;7;7;7;7;5;1;5;;20.00;15.56;20.00;15.56;11.11;17.78
2938;210;17;0;33;2;9;20;1;1;4;10;223;0;0,06;1;28;2;17,39;17,39;19,57;19,57;10,87;15,22;1;9.00;9.00;9.00;8.00;7.00;7.00;29;Ecology;10.00;2;10;4;Atlanta;30,345;46,800.00;2;6;3;scientific research;2.00;9;3;9;8;9;9;9;1;2;9;5;7;7;7;7;5;1;5;;20.00;15.56;20.00;15.56;11.11;17.78
2937;210;17;0;33;2;9;20;1;1;10;9;222;0;0,55;1;27;2;9,52;19,05;23,81;19,05;4,76;23,81;1;7.00;6.00;9.00;6.00;5.00;5.00;29;Ecology;10.00;2;10;4;Atlanta;30,345;46,800.00;2;6;3;scientific research;2.00;9;3;9;8;9;9;9;1;2;9;5;7;7;7;7;5;1;5;;20.00;15.56;20.00;15.56;11.11;17.78
2936;210;17;0;33;2;9;20;1;1;15;8;221;0;-0,02;0;27;4;15,56;17,78;17,78;17,78;17,78;13,33;1;5.00;7.00;7.00;6.00;6.00;4.00;29;Ecology;10.00;2;10;4;Atlanta;30,345;46,800.00;2;6;3;scientific research;2.00;9;3;9;8;9;9;9;1;2;9;5;7;7;7;7;5;1;5;;20.00;15.56;20.00;15.56;11.11;17.78
2935;210;17;0;33;2;9;20;1;1;8;7;220;0;0,33;0;25;6;16,67;16,67;16,67;16,67;14,81;18,52;1;9.00;9.00;9.00;9.00;9.00;9.00;29;Ecology;10.00;2;10;4;Atlanta;30,345;46,800.00;2;6;3;scientific research;2.00;9;3;9;8;9;9;9;1;2;9;5;7;7;7;7;5;1;5;;20.00;15.56;20.00;15.56;11.11;17.78
2934;210;17;0;33;2;9;20;1;1;20;6;219;0;0,57;1;26;2;16,28;16,28;18,6;16,28;16,28;16,28;0;4.00;7.00;6.00;4.00;5.00;5.00;29;Ecology;10.00;2;10;4;Atlanta;30,345;46,800.00;2;6;3;scientific research;2.00;9;3;9;8;9;9;9;1;2;9;5;7;7;7;7;5;1;5;;20.00;15.56;20.00;15.56;11.11;17.78
2933;210;17;0;33;2;9;20;1;1;3;5;218;0;0,56;1;24;2;20,51;5,13;23,08;12,82;17,95;20,51;0;4.00;4.00;6.00;5.00;5.00;5.00;29;Ecology;10.00;2;10;4;Atlanta;30,345;46,800.00;2;6;3;scientific research;2.00;9;3;9;8;9;9;9;1;2;9;5;7;7;7;7;5;1;5;;20.00;15.56;20.00;15.56;11.11;17.78
2932;210;17;0;33;2;9;20;1;1;12;4;217;0;0,69;1;26;2;21,28;17,02;21,28;12,77;6,38;21,28;0;4.00;7.00;7.00;6.00;5.00;6.00;29;Ecology;10.00;2;10;4;Atlanta;30,345;46,800.00;2;6;3;scientific research;2.00;9;3;9;8;9;9;9;1;2;9;5;7;7;7;7;5;1;5;;20.00;15.56;20.00;15.56;11.11;17.78
2931;210;17;0;33;2;9;20;1;1;6;3;216;0;0,37;1;27;2;7,5;17,5;20;22,5;12,5;20;1;8.00;9.00;9.00;9.00;9.00;8.00;29;Ecology;10.00;2;10;4;Atlanta;30,345;46,800.00;2;6;3;scientific research;2.00;9;3;9;8;9;9;9;1;2;9;5;7;7;7;7;5;1;5;;20.00;15.56;20.00;15.56;11.11;17.78
2930;210;17;0;33;2;9;20;1;1;19;2;215;1;-0,01;0;26;4;14,89;19,15;21,28;19,15;14,89;10,64;1;7.00;8.00;7.00;7.00;7.00;7.00;29;Ecology;10.00;2;10;4;Atlanta;30,345;46,800.00;2;6;3;scientific research;2.00;9;3;9;8;9;9;9;1;2;9;5;7;7;7;7;5;1;5;;20.00;15.56;20.00;15.56;11.11;17.78
2929;210;17;0;33;2;9;20;1;1;17;1;214;1;0,41;1;23;2;17,02;21,28;17,02;21,28;14,89;8,51;1;9.00;8.00;8.00;8.00;8.00;7.00;29;Ecology;10.00;2;10;4;Atlanta;30,345;46,800.00;2;6;3;scientific research;2.00;9;3;9;8;9;9;9;1;2;9;5;7;7;7;7;5;1;5;;20.00;15.56;20.00;15.56;11.11;17.78
2928;209;16;0;31;2;9;20;20;20;10;20;233;0;0,4;0;29;4;14;20;18;16;14;18;0;7.00;8.00;8.00;8.00;8.00;;28;International Affairs/Business;13.00;1;7;3;New York;12,601;30,855.00;3;6;2;Country Analysis/Research/Credit Analysis;7.00;3;2;6;8;5;5;6;8;8;3;6;7;8;7;10;3;3;7;;13.04;21.74;17.39;17.39;15.22;15.22
2927;209;16;0;31;2;9;20;20;20;8;19;232;0;0,32;0;31;2;17,78;17,78;17,78;17,78;13,33;15,56;0;6.00;7.00;7.00;6.00;7.00;5.00;28;International Affairs/Business;13.00;1;7;3;New York;12,601;30,855.00;3;6;2;Country Analysis/Research/Credit Analysis;7.00;3;2;6;8;5;5;6;8;8;3;6;7;8;7;10;3;3;7;;13.04;21.74;17.39;17.39;15.22;15.22
2926;209;16;0;31;2;9;20;20;20;13;18;231;0;0,45;0;30;3;18,6;20,93;23,26;23,26;2,33;11,63;0;6.00;6.00;6.00;5.00;6.00;7.00;28;International Affairs/Business;13.00;1;7;3;New York;12,601;30,855.00;3;6;2;Country Analysis/Research/Credit Analysis;7.00;3;2;6;8;5;5;6;8;8;3;6;7;8;7;10;3;3;7;;13.04;21.74;17.39;17.39;15.22;15.22
2925;209;16;0;31;2;9;20;20;20;4;17;230;0;0;0;42;2;23,81;23,81;23,81;23,81;2,38;2,38;0;5.00;8.00;6.00;5.00;6.00;4.00;28;International Affairs/Business;13.00;1;7;3;New York;12,601;30,855.00;3;6;2;Country Analysis/Research/Credit Analysis;7.00;3;2;6;8;5;5;6;8;8;3;6;7;8;7;10;3;3;7;;13.04;21.74;17.39;17.39;15.22;15.22
2924;209;16;0;31;2;9;20;20;20;15;16;229;0;-0,07;0;28;2;21,43;16,67;21,43;16,67;11,9;11,9;0;3.00;9.00;8.00;5.00;6.00;3.00;28;International Affairs/Business;13.00;1;7;3;New York;12,601;30,855.00;3;6;2;Country Analysis/Research/Credit Analysis;7.00;3;2;6;8;5;5;6;8;8;3;6;7;8;7;10;3;3;7;;13.04;21.74;17.39;17.39;15.22;15.22
2923;209;16;0;31;2;9;20;20;20;12;15;228;0;0,51;0;24;4;13,51;18,92;21,62;13,51;13,51;18,92;1;6.00;7.00;7.00;7.00;7.00;4.00;28;International Affairs/Business;13.00;1;7;3;New York;12,601;30,855.00;3;6;2;Country Analysis/Research/Credit Analysis;7.00;3;2;6;8;5;5;6;8;8;3;6;7;8;7;10;3;3;7;;13.04;21.74;17.39;17.39;15.22;15.22
2922;209;16;0;31;2;9;20;20;20;17;14;227;0;-0,03;0;26;2;20;16;18;16;16;14;0;4.00;7.00;7.00;5.00;4.00;4.00;28;International Affairs/Business;13.00;1;7;3;New York;12,601;30,855.00;3;6;2;Country Analysis/Research/Credit Analysis;7.00;3;2;6;8;5;5;6;8;8;3;6;7;8;7;10;3;3;7;;13.04;21.74;17.39;17.39;15.22;15.22
2921;209;16;0;31;2;9;20;20;20;20;13;226;0;0,1;0;23;2;25,64;17,95;15,38;20,51;10,26;10,26;0;5.00;8.00;8.00;7.00;8.00;5.00;28;International Affairs/Business;13.00;1;7;3;New York;12,601;30,855.00;3;6;2;Country Analysis/Research/Credit Analysis;7.00;3;2;6;8;5;5;6;8;8;3;6;7;8;7;10;3;3;7;;13.04;21.74;17.39;17.39;15.22;15.22
2920;209;16;0;31;2;9;20;20;20;6;12;225;0;0,09;0;28;3;14,71;14,71;14,71;14,71;20,59;20,59;1;6.00;8.00;7.00;8.00;7.00;7.00;28;International Affairs/Business;13.00;1;7;3;New York;12,601;30,855.00;3;6;2;Country Analysis/Research/Credit Analysis;7.00;3;2;6;8;5;5;6;8;8;3;6;7;8;7;10;3;3;7;;13.04;21.74;17.39;17.39;15.22;15.22
2919;209;16;0;31;2;9;20;20;20;1;11;224;0;0,16;0;32;2;17,24;17,24;17,24;17,24;13,79;17,24;0;5.00;8.00;6.00;7.00;7.00;7.00;28;International Affairs/Business;13.00;1;7;3;New York;12,601;30,855.00;3;6;2;Country Analysis/Research/Credit Analysis;7.00;3;2;6;8;5;5;6;8;8;3;6;7;8;7;10;3;3;7;;13.04;21.74;17.39;17.39;15.22;15.22
2918;209;16;0;31;2;9;20;20;20;3;10;223;0;-0,02;0;28;2;17,39;17,39;19,57;19,57;10,87;15,22;0;8.00;9.00;6.00;4.00;6.00;4.00;28;International Affairs/Business;13.00;1;7;3;New York;12,601;30,855.00;3;6;2;Country Analysis/Research/Credit Analysis;7.00;3;2;6;8;5;5;6;8;8;3;6;7;8;7;10;3;3;7;;13.04;21.74;17.39;17.39;15.22;15.22
2917;209;16;0;31;2;9;20;20;20;9;9;222;0;0,38;0;27;2;9,52;19,05;23,81;19,05;4,76;23,81;0;6.00;4.00;5.00;7.00;6.00;3.00;28;International Affairs/Business;13.00;1;7;3;New York;12,601;30,855.00;3;6;2;Country Analysis/Research/Credit Analysis;7.00;3;2;6;8;5;5;6;8;8;3;6;7;8;7;10;3;3;7;;13.04;21.74;17.39;17.39;15.22;15.22
2916;209;16;0;31;2;9;20;20;20;14;8;221;0;-0,01;0;27;4;15,56;17,78;17,78;17,78;17,78;13,33;0;4.00;8.00;6.00;6.00;3.00;2.00;28;International Affairs/Business;13.00;1;7;3;New York;12,601;30,855.00;3;6;2;Country Analysis/Research/Credit Analysis;7.00;3;2;6;8;5;5;6;8;8;3;6;7;8;7;10;3;3;7;;13.04;21.74;17.39;17.39;15.22;15.22
2915;209;16;0;31;2;9;20;20;20;7;7;220;0;-0,18;0;25;6;16,67;16,67;16,67;16,67;14,81;18,52;1;9.00;9.00;9.00;9.00;9.00;9.00;28;International Affairs/Business;13.00;1;7;3;New York;12,601;30,855.00;3;6;2;Country Analysis/Research/Credit Analysis;7.00;3;2;6;8;5;5;6;8;8;3;6;7;8;7;10;3;3;7;;13.04;21.74;17.39;17.39;15.22;15.22
2914;209;16;0;31;2;9;20;20;20;19;6;219;0;0,33;0;26;2;16,28;16,28;18,6;16,28;16,28;16,28;0;5.00;7.00;6.00;5.00;5.00;5.00;28;International Affairs/Business;13.00;1;7;3;New York;12,601;30,855.00;3;6;2;Country Analysis/Research/Credit Analysis;7.00;3;2;6;8;5;5;6;8;8;3;6;7;8;7;10;3;3;7;;13.04;21.74;17.39;17.39;15.22;15.22
2913;209;16;0;31;2;9;20;20;20;2;5;218;0;0,1;0;24;2;20,51;5,13;23,08;12,82;17,95;20,51;0;3.00;4.00;5.00;5.00;4.00;1.00;28;International Affairs/Business;13.00;1;7;3;New York;12,601;30,855.00;3;6;2;Country Analysis/Research/Credit Analysis;7.00;3;2;6;8;5;5;6;8;8;3;6;7;8;7;10;3;3;7;;13.04;21.74;17.39;17.39;15.22;15.22
2912;209;16;0;31;2;9;20;20;20;11;4;217;0;0,29;0;26;2;21,28;17,02;21,28;12,77;6,38;21,28;0;4.00;7.00;7.00;5.00;5.00;5.00;28;International Affairs/Business;13.00;1;7;3;New York;12,601;30,855.00;3;6;2;Country Analysis/Research/Credit Analysis;7.00;3;2;6;8;5;5;6;8;8;3;6;7;8;7;10;3;3;7;;13.04;21.74;17.39;17.39;15.22;15.22
2911;209;16;0;31;2;9;20;20;20;5;3;216;0;0,09;0;27;2;7,5;17,5;20;22,5;12,5;20;1;6.00;9.00;9.00;8.00;7.00;6.00;28;International Affairs/Business;13.00;1;7;3;New York;12,601;30,855.00;3;6;2;Country Analysis/Research/Credit Analysis;7.00;3;2;6;8;5;5;6;8;8;3;6;7;8;7;10;3;3;7;;13.04;21.74;17.39;17.39;15.22;15.22
2910;209;16;0;31;2;9;20;20;20;18;2;215;0;-0,13;0;26;4;14,89;19,15;21,28;19,15;14,89;10,64;0;4.00;5.00;6.00;5.00;8.00;5.00;28;International Affairs/Business;13.00;1;7;3;New York;12,601;30,855.00;3;6;2;Country Analysis/Research/Credit Analysis;7.00;3;2;6;8;5;5;6;8;8;3;6;7;8;7;10;3;3;7;;13.04;21.74;17.39;17.39;15.22;15.22
2909;209;16;0;31;2;9;20;20;20;16;1;214;0;0,13;0;23;2;17,02;21,28;17,02;21,28;14,89;8,51;0;7.00;8.00;8.00;7.00;8.00;6.00;28;International Affairs/Business;13.00;1;7;3;New York;12,601;30,855.00;3;6;2;Country Analysis/Research/Credit Analysis;7.00;3;2;6;8;5;5;6;8;8;3;6;7;8;7;10;3;3;7;;13.04;21.74;17.39;17.39;15.22;15.22
2908;208;15;0;29;2;9;20;15;15;5;20;233;1;-0,03;0;29;4;14;20;18;16;14;18;1;7.00;8.00;8.00;8.00;8.00;;25;MA Biotechnology;10.00;1;2;1;PA;18,929;62,875.00;2;4;3;Biotech/business;7.00;9;7;7;9;10;10;10;5;8;8;5;7;9;10;10;9;8;5;;11.54;13.46;19.23;19.23;19.23;17.31
2907;208;15;0;29;2;9;20;15;15;3;19;232;0;0,53;0;31;2;17,78;17,78;17,78;17,78;13,33;15,56;1;7.00;7.00;8.00;8.00;8.00;6.00;25;MA Biotechnology;10.00;1;2;1;PA;18,929;62,875.00;2;4;3;Biotech/business;7.00;9;7;7;9;10;10;10;5;8;8;5;7;9;10;10;9;8;5;;11.54;13.46;19.23;19.23;19.23;17.31
2906;208;15;0;29;2;9;20;15;15;8;18;231;1;0,62;0;30;3;18,6;20,93;23,26;23,26;2,33;11,63;1;8.00;8.00;7.00;9.00;6.00;7.00;25;MA Biotechnology;10.00;1;2;1;PA;18,929;62,875.00;2;4;3;Biotech/business;7.00;9;7;7;9;10;10;10;5;8;8;5;7;9;10;10;9;8;5;;11.54;13.46;19.23;19.23;19.23;17.31
2905;208;15;0;29;2;9;20;15;15;19;17;230;1;0,31;0;42;2;23,81;23,81;23,81;23,81;2,38;2,38;1;9.00;8.00;7.00;8.00;7.00;7.00;25;MA Biotechnology;10.00;1;2;1;PA;18,929;62,875.00;2;4;3;Biotech/business;7.00;9;7;7;9;10;10;10;5;8;8;5;7;9;10;10;9;8;5;;11.54;13.46;19.23;19.23;19.23;17.31
2904;208;15;0;29;2;9;20;15;15;10;16;229;1;-0,11;0;28;2;21,43;16,67;21,43;16,67;11,9;11,9;1;6.00;8.00;7.00;5.00;6.00;3.00;25;MA Biotechnology;10.00;1;2;1;PA;18,929;62,875.00;2;4;3;Biotech/business;7.00;9;7;7;9;10;10;10;5;8;8;5;7;9;10;10;9;8;5;;11.54;13.46;19.23;19.23;19.23;17.31
2903;208;15;0;29;2;9;20;15;15;7;15;228;0;0,53;0;24;4;13,51;18,92;21,62;13,51;13,51;18,92;1;8.00;6.00;6.00;8.00;6.00;6.00;25;MA Biotechnology;10.00;1;2;1;PA;18,929;62,875.00;2;4;3;Biotech/business;7.00;9;7;7;9;10;10;10;5;8;8;5;7;9;10;10;9;8;5;;11.54;13.46;19.23;19.23;19.23;17.31
2902;208;15;0;29;2;9;20;15;15;12;14;227;1;-0,15;0;26;2;20;16;18;16;16;14;1;8.00;8.00;8.00;8.00;8.00;7.00;25;MA Biotechnology;10.00;1;2;1;PA;18,929;62,875.00;2;4;3;Biotech/business;7.00;9;7;7;9;10;10;10;5;8;8;5;7;9;10;10;9;8;5;;11.54;13.46;19.23;19.23;19.23;17.31
2901;208;15;0;29;2;9;20;15;15;15;13;226;1;0,22;0;23;2;25,64;17,95;15,38;20,51;10,26;10,26;1;8.00;7.00;8.00;8.00;7.00;6.00;25;MA Biotechnology;10.00;1;2;1;PA;18,929;62,875.00;2;4;3;Biotech/business;7.00;9;7;7;9;10;10;10;5;8;8;5;7;9;10;10;9;8;5;;11.54;13.46;19.23;19.23;19.23;17.31
2900;208;15;0;29;2;9;20;15;15;1;12;225;0;0,32;0;28;3;14,71;14,71;14,71;14,71;20,59;20,59;1;8.00;10.00;9.00;9.00;9.00;6.00;25;MA Biotechnology;10.00;1;2;1;PA;18,929;62,875.00;2;4;3;Biotech/business;7.00;9;7;7;9;10;10;10;5;8;8;5;7;9;10;10;9;8;5;;11.54;13.46;19.23;19.23;19.23;17.31
2899;208;15;0;29;2;9;20;15;15;16;11;224;1;0,02;0;32;2;17,24;17,24;17,24;17,24;13,79;17,24;1;7.00;6.00;5.00;5.00;5.00;5.00;25;MA Biotechnology;10.00;1;2;1;PA;18,929;62,875.00;2;4;3;Biotech/business;7.00;9;7;7;9;10;10;10;5;8;8;5;7;9;10;10;9;8;5;;11.54;13.46;19.23;19.23;19.23;17.31
2898;208;15;0;29;2;9;20;15;15;18;10;223;0;0,15;0;28;2;17,39;17,39;19,57;19,57;10,87;15,22;1;10.00;8.00;8.00;8.00;7.00;6.00;25;MA Biotechnology;10.00;1;2;1;PA;18,929;62,875.00;2;4;3;Biotech/business;7.00;9;7;7;9;10;10;10;5;8;8;5;7;9;10;10;9;8;5;;11.54;13.46;19.23;19.23;19.23;17.31
2897;208;15;0;29;2;9;20;15;15;4;9;222;0;0,61;0;27;2;9,52;19,05;23,81;19,05;4,76;23,81;1;8.00;7.00;7.00;8.00;2.00;5.00;25;MA Biotechnology;10.00;1;2;1;PA;18,929;62,875.00;2;4;3;Biotech/business;7.00;9;7;7;9;10;10;10;5;8;8;5;7;9;10;10;9;8;5;;11.54;13.46;19.23;19.23;19.23;17.31
2896;208;15;0;29;2;9;20;15;15;9;8;221;0;-0,17;0;27;4;15,56;17,78;17,78;17,78;17,78;13,33;1;7.00;7.00;7.00;8.00;8.00;5.00;25;MA Biotechnology;10.00;1;2;1;PA;18,929;62,875.00;2;4;3;Biotech/business;7.00;9;7;7;9;10;10;10;5;8;8;5;7;9;10;10;9;8;5;;11.54;13.46;19.23;19.23;19.23;17.31
2895;208;15;0;29;2;9;20;15;15;2;7;220;1;0,54;0;25;6;16,67;16,67;16,67;16,67;14,81;18,52;1;9.00;9.00;9.00;10.00;9.00;8.00;25;MA Biotechnology;10.00;1;2;1;PA;18,929;62,875.00;2;4;3;Biotech/business;7.00;9;7;7;9;10;10;10;5;8;8;5;7;9;10;10;9;8;5;;11.54;13.46;19.23;19.23;19.23;17.31
2894;208;15;0;29;2;9;20;15;15;14;6;219;1;0,58;0;26;2;16,28;16,28;18,6;16,28;16,28;16,28;1;7.00;7.00;7.00;7.00;6.00;7.00;25;MA Biotechnology;10.00;1;2;1;PA;18,929;62,875.00;2;4;3;Biotech/business;7.00;9;7;7;9;10;10;10;5;8;8;5;7;9;10;10;9;8;5;;11.54;13.46;19.23;19.23;19.23;17.31
2893;208;15;0;29;2;9;20;15;15;17;5;218;0;0,9;0;24;2;20,51;5,13;23,08;12,82;17,95;20,51;1;7.00;6.00;6.00;8.00;7.00;4.00;25;MA Biotechnology;10.00;1;2;1;PA;18,929;62,875.00;2;4;3;Biotech/business;7.00;9;7;7;9;10;10;10;5;8;8;5;7;9;10;10;9;8;5;;11.54;13.46;19.23;19.23;19.23;17.31
2892;208;15;0;29;2;9;20;15;15;6;4;217;1;0,48;0;26;2;21,28;17,02;21,28;12,77;6,38;21,28;1;7.00;8.00;8.00;9.00;8.00;7.00;25;MA Biotechnology;10.00;1;2;1;PA;18,929;62,875.00;2;4;3;Biotech/business;7.00;9;7;7;9;10;10;10;5;8;8;5;7;9;10;10;9;8;5;;11.54;13.46;19.23;19.23;19.23;17.31
2891;208;15;0;29;2;9;20;15;15;20;3;216;0;0,05;0;27;2;7,5;17,5;20;22,5;12,5;20;1;8.00;9.00;9.00;9.00;9.00;9.00;25;MA Biotechnology;10.00;1;2;1;PA;18,929;62,875.00;2;4;3;Biotech/business;7.00;9;7;7;9;10;10;10;5;8;8;5;7;9;10;10;9;8;5;;11.54;13.46;19.23;19.23;19.23;17.31
